onset	duration	trial_type	stim_file
14.712349000386894	1	C-1st	9.png
50.71692439960316	1	C-1st	9.png
86.7135680001229	1	A-3rd	1.png
100.71864769980311	1	B-2nd	3.png
148.71341669978574	1	A-1st	2.png
162.71440130006522	1	C-2nd	10.png
190.7194900000468	1	B-3rd	12.png
