onset	duration	trial_type	stim_file
28.717946900000243	1	C-2nd	1.png
38.7171429	1	D-3rd	7.png
94.71842839999954	1	C-1st	11.png
122.71714510000038	1	A-2nd	2.png
136.7194986000004	1	D-1st	6.png
198.71774969999933	1	D-2nd	9.png
212.71853649999957	1	C-2nd	1.png
