onset	duration	trial_type	stim_file
8.714069599751383	1	C-2nd	3.png
28.711951199918985	1	C-1st	9.png
58.714698099996895	1	A-1st	6.png
118.71202560001984	1	C-3rd	8.png
122.71542409993708	1	A-1st	6.png
188.72951589990407	1	C-2nd	3.png
212.74866429995745	1	D-3rd	2.png
