onset	duration	trial_type	stim_file
16.713139799889177	1	B-3rd	6.png
40.71535329986364	1	C-1st	5.png
96.73344029998407	1	A-1st	9.png
138.7136941999197	1	C-3rd	3.png
158.71178610017523	1	A-1st	9.png
184.73276339983568	1	C-1st	5.png
222.7135013001971	1	A-3rd	10.png
