onset	duration	trial_type	stim_file
20.716545100000076	1	C-1st	10.png
40.715707100000145	1	C-3rd	5.png
58.71558809999988	1	D-1st	4.png
110.71840810000049	1	C-3rd	5.png
134.71745340000052	1	B-3rd	1.png
156.71623060000002	1	B-1st	8.png
202.7181028999994	1	D-2nd	6.png
