onset	duration	trial_type	stim_file
8.71778509952128	1	C-2nd	1.png
36.717022399418056	1	B-2nd	3.png
92.715641499497	1	A-3rd	9.png
108.71726270020008	1	C-1st	7.png
144.71565630007535	1	C-3rd	6.png
162.71703520044684	1	C-1st	7.png
222.72134550008923	1	C-3rd	6.png
