onset	duration	trial_type	stim_file
18.719295100001546	1	C-1st	6.png
56.719054200000755	1	B-1st	10.png
98.71820520000074	1	A-1st	9.png
130.74096689999897	1	B-2nd	8.png
160.71823399999994	1	C-1st	6.png
182.71817320000082	1	A-2nd	4.png
210.71918899999946	1	C-2nd	7.png
