onset	duration	trial_type	stim_file
12.716284999623895	1	A-1st	8.png
58.71775239985436	1	C-1st	6.png
70.71620349958539	1	D-3rd	1.png
108.71673700027168	1	C-3rd	2.png
136.71750569995493	1	A-1st	8.png
194.72950839996338	1	D-1st	5.png
200.71601649932563	1	A-1st	8.png
