onset	duration	trial_type	stim_file
18.716367799788713	1	C-1st	6.png
66.71526520047337	1	C-3rd	2.png
84.71724950056523	1	B-1st	10.png
108.71744049992412	1	C-3rd	2.png
138.71510089933872	1	D-2nd	4.png
186.71709939930588	1	C-3rd	2.png
206.71659199986607	1	C-2nd	7.png
