onset	duration	trial_type	stim_file
26.714108500047587	1	A-1st	6.png
52.7149536999641	1	D-3rd	2.png
68.71539919998031	1	A-1st	6.png
118.71495709998999	1	D-2nd	4.png
150.71571210003458	1	C-1st	10.png
178.71265900006983	1	A-3rd	1.png
198.71307469997555	1	C-3rd	12.png
